237	Максим	Максим	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя80.5481.54
238	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя82.5182.841
239	ваще	вообще	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя82.84183.172
240	просто	просто	PART	_	_	_	_	_	@evk2001f-wordsКатя83.17283.503
241	пипец	пипец	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя83.50383.835
242	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя83.83584.166
243	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя84.16684.497
244	так	так	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя84.49784.828
245	орала!	орать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act				
246	у	у	ADP	_	_	_	_	_	@evk2001f-wordsКатя85.2385.574
247	них	они	PRON	_	Case=Gen|Number=Plur|Person=3	_	_	_	@evk2001f-wordsКатя85.57485.918
248	короче	короче	PART	_	_	_	_	_	@evk2001f-wordsКатя85.91886.262
249	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя86.26286.606
250	коалиция	коалиция	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя86.60686.95
251	они…	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@evk2001f-wordsКатя87.1187.473
252	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя87.47387.836
253	у	у	ADP	_	_	_	_	_	@evk2001f-wordsКатя87.83688.199
254	него	он	PRON	_	Case=Gen|Gender=Masc|Number=Sing|Person=3	_	_	_	@evk2001f-wordsКатя88.19988.562
255	друзья	друг	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@evk2001f-wordsКатя88.56288.925
256	живут	жить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя88.92589.288
257	в	в	ADP	_	_	_	_	_	@evk2001f-wordsКатя89.28889.651
258	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя89.65190.014
259	триста	триста	NUM	_	Case=Acc	_	_	_	@evk2001f-wordsКатя90.01490.377
260	два	два	NUM	_	Animacy=Inan|Case=Acc|Gender=Masc	_	_	_	@evk2001f-wordsКатя90.37790.74
261	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@evk2001f-wordsКатя90.80591.081
262	сам	сам	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя91.08191.358
263	живет	жить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя91.35891.635
264	в	в	ADP	_	_	_	_	_	@evk2001f-wordsКатя91.63591.911
265	триста	триста	NUM	_	Case=Acc	_	_	_	@evk2001f-wordsКатя91.91192.188
266	три	три	NUM	_	Animacy=Inan|Case=Acc	_	_	_	@evk2001f-wordsКатя92.18892.465
267	и	и	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя92.47592.688
268	друзья	друг	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@evk2001f-wordsКатя92.68892.901
269	живут	жить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя92.90193.115
270	в	в	ADP	_	_	_	_	_	@evk2001f-wordsКатя93.11593.328
271	триста	триста	NUM	_	Case=Acc	_	_	_	@evk2001f-wordsКатя93.32893.541
272	шесть	шесть	NUM	_	Case=Acc	_	_	_	@evk2001f-wordsКатя93.54193.755
273	вот	вот	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@evk2001f-wordsКатя94.02594.425
274	и	и	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя94.4994.725
275	триста	триста	NUM	_	Case=Nom	_	_	_	@evk2001f-wordsКатя94.72594.961
276	два	два	NUM	_	Animacy=Inan|Case=Acc|Gender=Masc	_	_	_	@evk2001f-wordsКатя94.96195.197
277	триста	триста	NUM	_	Case=Nom	_	_	_	@evk2001f-wordsКатя95.19795.432
278	три	три	NUM	_	Animacy=Inan|Case=Acc	_	_	_	@evk2001f-wordsКатя95.43295.668
279	триста	триста	NUM	_	Case=Acc	_	_	_	@evk2001f-wordsКатя95.66895.904
280	шесть	шесть	NUM	_	Case=Acc	_	_	_	@evk2001f-wordsКатя95.90496.14
281	это	этот	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя96.2196.578
282	комнаты	комната	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@evk2001f-wordsКатя96.57896.947
283	которые	который	PRON	_	Case=Acc	_	_	_	@evk2001f-wordsКатя96.94797.315
284	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя97.31597.684
285	состоят	состоять	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя97.68498.052
286	в	в	ADP	_	_	_	_	_	@evk2001f-wordsКатя98.05298.421
287	коалиции	коалиция	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя98.42198.79
288	и	и	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя98.9299.194
289	их	они	PRON	_	Case=Gen|Number=Plur|Person=3	_	_	_	@evk2001f-wordsКатя99.19499.468
290	короче	короче	PART	_	_	_	_	_	@evk2001f-wordsКатя99.46899.743
291	там	там	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя99.743100.017
292	шесть	шесть	NUM	_	Case=Nom	_	_	_	@evk2001f-wordsКатя100.017100.292
293	человек	человек	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@evk2001f-wordsКатя100.292100.566
294	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя100.566100.841
295	ну	ну	PART	_	_	_	_	_	@evk2001f-wordsКатя100.841101.115
296	типа	типа	PART	_	_	_	_	_	@evk2001f-wordsКатя101.115101.39
297	частично	частично	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя101.555102.445
298	а	а	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя102.48102.654
299	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя102.654102.828
300	ну	ну	PART	_	_	_	_	_	@evk2001f-wordsКатя102.828103.002
301	да	да	PART	_	_	_	_	_	@evk2001f-wordsКатя103.002103.177
302	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя103.177103.351
303	шесть	шесть	NUM	_	Case=Acc	_	_	_	@evk2001f-wordsКатя103.351103.525
304	человек	человек	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@evk2001f-wordsКатя103.525103.7
305	и	и	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя104.06104.488
306	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя104.488104.916
307	их	они	PRON	_	Case=Acc|Number=Plur|Person=3	_	_	_	@evk2001f-wordsКатя104.916105.345
308	просто	просто	PART	_	_	_	_	_	@evk2001f-wordsКатя105.345105.773
309	нереально	нереально	ADJ	_	Degree=Pos				
310	убить	убить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@evk2001f-wordsКатя106.201106.63
311	реально	реально	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя106.685106.988
312	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя106.988107.291
313	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@evk2001f-wordsКатя107.291107.595
314	везде	везде	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя107.595107.898
315	ходят	ходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя107.898108.201
316	вместе	вместе	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя108.201108.505
317	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@evk2001f-wordsКатя108.555108.965
318	двери	дверь	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@evk2001f-wordsКатя108.965109.375
319	закрывают	закрывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя109.375109.785
320	нельзя	нельзя	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя109.85110.217
321	убивать	убивать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@evk2001f-wordsКатя110.217110.585
322	короче	короче	PART	_	_	_	_	_	@evk2001f-wordsКатя110.585110.953
323	при	при	ADP	_	_	_	_	_	@evk2001f-wordsКатя110.953111.321
324	свидетелях	свидетель	NOUN	_	Animacy=Anim|Case=Loc|Gender=Masc|Number=Plur	_	_	_	@evk2001f-wordsКатя111.321111.688
325	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя111.688112.056
326	ваще	вообще	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя112.056112.424
327	любых	любой	DET	_	Case=Loc|Number=Plur	_	_	_	@evk2001f-wordsКатя112.424112.792
328	свидетелях	свидетель	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur	_	_	_	@evk2001f-wordsКатя112.792113.16
329	#цокает#	#цокает#	X	_	_	_	_	_	@evk2001f-wordsКатя113.78114.182
330	при	при	ADP	_	_	_	_	_	@evk2001f-wordsКатя114.182114.585
331	спящих	спать	VERB	_	Aspect=Imp|Case=Gen|Number=Plur|Tense=Pres|VerbForm=Part|Voice=Act	_	_	_	@evk2001f-wordsКатя114.585114.987
332	можно	можно	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя114.987115.39
333	но	но	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя116.025116.277
334	нельзя	нельзя	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя116.277116.529
335	будить	будить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@evk2001f-wordsКатя116.529116.781
336	ради	ради	ADP	_	_	_	_	_	@evk2001f-wordsКатя116.781117.033
337	того	то	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя117.033117.285
338	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя117.285117.537
339	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	@evk2001f-wordsКатя117.537117.789
340	эээ	э	PART	_	_	_	_	_	@evk2001f-wordsКатя117.789118.041
341	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя118.041118.293
342	убить	убить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@evk2001f-wordsКатя118.293118.545
343	нельзя	нельзя	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя118.74119.137
344	ааа	а	PART	_	_	_	_	_	@evk2001f-wordsКатя119.137119.534
345	типа	типа	PART	_	_	_	_	_	@evk2001f-wordsКатя119.534119.931
346	только	только	PART	_	_	_	_	_	@evk2001f-wordsКатя119.931120.328
347	что	что	SCONJ	_	_	_	_	_	@evk2001f-wordsКатя120.328120.725
348	проснувшегося	проснуться	VERB	_	Animacy=Anim|Aspect=Perf|Case=Acc|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Mid	_	_	_	@evk2001f-wordsКатя120.725121.122
349	будить	будить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@evk2001f-wordsКатя121.122121.52
350	нельзя	нельзя	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя121.58121.833
351	убивать	убивать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@evk2001f-wordsКатя121.833122.086
352	в	в	ADP	_	_	_	_	_	@evk2001f-wordsКатя122.086122.34
353	туалетах	туалет	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur	_	_	_	@evk2001f-wordsКатя122.34122.593
354	там	там	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя122.593122.846
355	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя122.846123.1
356	в	в	ADP	_	_	_	_	_	@evk2001f-wordsКатя123.1123.353
357	эээ	э							
358	душе	душ	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя123.606123.86
359	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя123.86124.113
360	всё	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя124.113124.366
361	такое	такой	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя124.366124.62
362	ааа	а	PART	_	_	_	_	_	@evk2001f-wordsКатя125.04125.86
363	и	и	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя126.7127.208
364	типа	типа	PART	_	_	_	_	_	@evk2001f-wordsКатя127.208127.716
365	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@evk2001f-wordsКатя127.716128.225
366	всегда	всегда	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя128.225128.733
367	вместе	вместе	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя128.733129.241
368	ходят	ходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя129.241129.75
369	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя129.81130.047
370	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя130.047130.284
371	просто	просто	PART	_	_	_	_	_	@evk2001f-wordsКатя130.284130.521
372	нереально	нереальный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@evk2001f-wordsКатя130.521130.759
373	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя130.759130.996
374	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя130.996131.233
375	у	у	ADP	_	_	_	_	_	@evk2001f-wordsКатя131.233131.47
376	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя131.47131.708
377	был	быть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя131.708131.945
378	такой	такой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя131.945132.182
379	план	план	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя132.182132.42
380	такой	такой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя132.51132.93
381	план	план	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя132.93133.35
382	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя133.35133.77
383	вааще	вообще	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя133.77134.19
384	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя134.23134.52
385	сидела	сидеть	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя134.52134.81
386	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя134.81135.1
387	короче	короче	PART	_	_	_	_	_	@evk2001f-wordsКатя135.1135.39
388	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@evk2001f-wordsКатя135.56135.953
389	с	с	ADP	_	_	_	_	_	@evk2001f-wordsКатя135.953136.346
390	соседкой	соседка	ADJ	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя136.346136.74
391	#цокает#	#цокает#	X	_	_	_	_	_	@evk2001f-wordsКатя136.93137.378
392	вместе	вместе	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя137.378137.826
393	ходили	ходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя137.826138.275
394	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя138.275138.723
395	весь	весь	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя138.723139.171
396	вечер	вечер	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя139.171139.62
397	первый	первый	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя139.85140.163
398	вечер	вечер	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя140.163140.477
399	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя140.477140.79
400	и	и	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя140.79141.104
401	первое	первый	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя141.104141.418
402	утро	утро	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя141.418141.731
403	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя141.731142.045
404	везде	везде	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя142.045142.359
405	вместе	вместе	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя142.359142.672
406	ходили	ходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя142.672142.986
407	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя142.986143.3
408	типа	типа	PART	_	_	_	_	_	@evk2001f-wordsКатя143.43143.716
409	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя143.716144.002
410	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя144.002144.288
411	весело	веселый	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@evk2001f-wordsКатя144.288144.575
412	на	на	ADP	_	_	_	_	_	@evk2001f-wordsКатя144.575144.861
413	самом	самый	ADJ	_	Case=Loc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя144.861145.147
414	деле	дело	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя145.147145.433
415	да	да	PART	_	_	_	_	_	@evk2001f-wordsКатя145.433145.72
416	но	но	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя145.785146.015
417	потом	потом	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя146.015146.245
418	у	у	ADP	_	_	_	_	_	@evk2001f-wordsКатя146.245146.475
419	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя146.475146.705
420	появился	появиться	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@evk2001f-wordsКатя146.705146.935
421	гениальный	гениальный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя146.935147.165
422	план	план	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя147.165147.395
423	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя147.395147.625
424	как	как	SCONJ	_	_	_	_	_	@evk2001f-wordsКатя147.625147.855
425	завалить	завалить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@evk2001f-wordsКатя147.855148.085
426	Максима	Максим	PROPN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя148.085148.315
427	вот	вот	PART	_	_	_	_	_	@evk2001f-wordsКатя148.57149.04
428	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя149.04149.51
429	и	и	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя149.51149.98
430	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя149.98150.45
431	села	сесть	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@evk2001f-wordsКатя150.45150.92
432	на	на	ADP	_	_	_	_	_	@evk2001f-wordsКатя150.92151.39
433	диванчик	диванчик	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя151.39151.86
434	одна	один	DET	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя151.86152.33
435	пишу	писать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя152.53153.08
436	Максиму	Максим	PROPN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя153.08153.63
437	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя153.95154.307
438	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя154.307154.664
439	до	до	ADP	_	_	_	_	_	@evk2001f-wordsКатя154.664155.021
440	этого	этот	DET	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя155.021155.379
441	момента	момент	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя155.379155.736
442	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя155.736156.093
443	боялась	бояться	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@evk2001f-wordsКатя156.093156.45
444	ваще	вообще	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя156.45156.808
445	всех	все	DET	_	Case=Gen|Number=Plur	_	_	_	@evk2001f-wordsКатя156.808157.165
446	и	и	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя157.165157.522
447	вся	весь	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя157.522157.88
448	типа	типа	PART	_	_	_	_	_	@evk2001f-wordsКатя158.0158.208
449	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя158.208158.416
450	даже	даже	PART	_	_	_	_	_	@evk2001f-wordsКатя158.416158.624
451	своих	свой	DET	_	Case=Acc|Number=Plur	_	_	_	@evk2001f-wordsКатя158.624158.832
452	одногруппников	одногруппник	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@evk2001f-wordsКатя158.832159.04
453	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя159.04159.249
454	даже	даже	PART	_	_	_	_	_	@evk2001f-wordsКатя159.249159.457
455	тех	тот	DET	_	Case=Gen|Number=Plur	_	_	_	@evk2001f-wordsКатя159.457159.665
456	кто	кто	PRON	_	Case=Nom	_	_	_	@evk2001f-wordsКатя159.665159.873
457	не	не	PART	_	_	_	_	_	@evk2001f-wordsКатя159.873160.081
458	играет	играть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя160.081160.29
459	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя160.29160.498
460	а	а	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя160.498160.706
461	вдруг	вдруг	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя160.706160.914
462	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@evk2001f-wordsКатя160.914161.122
463	играют	играть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя161.122161.33
464	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя161.33161.539
465	обманывают	обманывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя161.539161.747
466	там	там	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя161.747161.955
467	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя161.955162.163
468	всё	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя162.163162.371
469	такое	такой	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя162.371162.58
470	и	и	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя163.54163.896
471	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя163.896164.253
472	блин	блин	PART	_	_	_	_	_	@evk2001f-wordsКатя164.253164.61
473	первый	первый	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя165.215165.595
474	человек	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя165.595165.975
475	которого	который	PRON	_	Case=Gen	_	_	_	@evk2001f-wordsКатя165.975166.355
476	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя166.355166.735
477	не	не	PART	_	_	_	_	_	@evk2001f-wordsКатя166.735167.115
478	забоялась	забояться	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@evk2001f-wordsКатя167.115167.495
479	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя167.57167.845
480	сидела	сидеть	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя167.845168.12
481	на	на	ADP	_	_	_	_	_	@evk2001f-wordsКатя168.12168.395
482	диванчике	диванчик	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя168.395168.67
483	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя168.74169.477
